obs_yield,precip,rad,maxt,mint,sat,hyd,clay,bulk,water,lat,long,elev
,398.82,23.52,29.06,15.65,0.39,20,0.19,1.44,2,38.02,-81.71,418.8
37.89,385.88,22.97,29.41,15.36,0.42,18.54,0.26,1.41,2,38.83,-81.67,245.7
37.89,385.88,22.97,29.41,15.36,0.37,2.22,0.46,1.77,2,38.83,-81.67,245.7
37.89,385.88,22.97,29.41,15.36,0.37,5.28,0.35,1.65,2,38.83,-81.67,245.7
34.33,339.82,23.25,28.82,15.78,0.43,22.65,0.25,1.36,2,38.77,-82.03,220.78
34.33,339.82,23.25,28.82,15.78,0.4,12.42,0.25,1.53,2,38.77,-82.03,220.78
34.33,339.82,23.25,28.82,15.78,0.38,8.18,0.26,1.68,2,38.77,-82.03,220.78
30.48,321.85,20.92,29.32,14.89,0.41,20.65,0.22,1.4,2,39.11,-79.2,637.42
30.48,321.85,20.92,29.32,14.89,0.43,25.16,0.24,1.36,2,39.11,-79.2,637.42
30.48,321.85,20.92,29.32,14.89,0.39,18.33,0.21,1.51,2,39.11,-79.2,637.42
38.63,321.85,20.92,29.32,14.89,0.41,20.65,0.22,1.4,2,39.01,-78.86,532.45
38.63,321.85,20.92,29.32,14.89,0.43,24.72,0.23,1.36,2,39.01,-78.86,532.45
38.63,321.85,20.92,29.32,14.89,0.41,109.76,0.12,1.37,2,39.01,-78.86,532.45
,430.97,21.53,27.43,13.63,0.41,16.06,0.25,1.41,2,38.77,-79.88,902.73
,430.97,21.53,27.43,13.63,0.39,20.52,0.17,1.44,2,38.77,-79.88,902.73
,430.97,21.53,27.43,13.63,0.38,66.53,0.11,1.48,2,38.77,-79.88,902.73
,430.97,21.53,27.43,13.63,0.37,11.52,0.24,1.54,2,38.9,-80.23,554.23
,430.97,21.53,27.43,13.63,0.4,17.22,0.25,1.43,2,38.9,-80.23,554.23
,430.97,21.53,27.43,13.63,0.4,16.54,0.23,1.45,2,38.9,-80.23,554.23
29.23,305.96,20.51,25.72,15.83,0.36,6.95,0.41,1.72,2,39.31,-77.86,159.65
29.23,318.53,19.97,28.68,14.95,0.36,6.95,0.41,1.72,2,39.31,-77.86,159.65
29.23,318.53,19.97,28.68,14.95,0.41,21.47,0.24,1.4,2,39.31,-77.86,159.65
32.43,431.06,22.65,28.45,15.2,0.38,14.05,0.26,1.4,2,38.7,-80.72,367.79
32.43,431.06,22.65,28.45,15.2,0.38,23.38,0.2,1.46,2,38.7,-80.72,367.79
32.43,431.06,22.65,28.45,15.2,0.35,4.18,0.44,1.8,2,38.7,-80.72,367.79
,431.06,22.65,28.45,15.2,0.4,13.59,0.31,1.31,2,38.46,-81.08,362.14
,431.06,22.65,28.45,15.2,0.38,25.71,0.2,1.47,2,38.46,-81.08,362.14
,470.06,23.18,25.98,14.01,0.4,13.59,0.31,1.31,2,38.46,-81.08,362.14
,394.32,22.17,28.61,14.77,0.41,16.59,0.23,1.41,2,38.92,-80.86,310.07
,394.32,22.17,28.61,14.77,0.38,21.28,0.21,1.43,2,38.92,-80.86,310.07
,394.32,22.17,28.61,14.77,0.38,22.54,0.19,1.46,2,38.92,-80.86,310.07
,391.26,20.83,27.26,14.82,0.37,16.82,0.22,1.55,2,39.51,-80.24,371.15
,391.26,20.83,27.26,14.82,0.42,15.69,0.33,1.42,2,39.51,-80.24,371.15
,391.26,20.83,27.26,14.82,0.37,7.18,0.28,1.64,2,39.51,-80.24,371.15
,394.4,22.2,28.9,14.34,0.39,15.81,0.25,1.47,2,38.84,-81.12,299.75
,386.61,22.4,28.82,14.96,0.4,9.18,0.32,1.55,2,38.84,-81.12,299.75
,386.61,22.4,28.82,14.96,0.38,3.29,0.4,1.65,2,38.84,-81.12,299.75
,391.26,20.83,27.26,14.82,0.38,15.53,0.26,1.44,2,39.34,-80.05,410.22
,391.26,20.83,27.26,14.82,0.41,17.24,0.35,1.45,2,39.34,-80.05,410.22
,367.85,20.51,27.46,14.89,0.36,21.12,0.16,1.53,2,39.34,-80.05,410.22
,388.37,21.9,27.79,16.18,0.42,23.59,0.24,1.4,2,39.37,-81.16,266.27
,388.37,21.9,27.79,16.18,0.41,18.61,0.22,1.39,2,39.37,-81.16,266.27
,388.37,21.9,27.79,16.18,0.43,26.74,0.23,1.38,2,39.37,-81.16,266.27
,380.56,21.26,27.81,14.66,0.37,15.91,0.25,1.45,2,39.47,-80.88,286.02
,380.56,21.26,27.81,14.66,0.38,21.32,0.19,1.53,2,39.47,-80.88,286.02
,445.8,21.63,27.86,14.22,0.38,11.6,0.25,1.56,2,39.47,-80.88,286.02
,450.44,21.5,28.5,14.14,0.4,16.71,0.25,1.42,2,39,-80.5,370.63
,450.44,21.5,28.5,14.14,0.27,5.81,0.28,1.97,2,39,-80.5,370.63
,450.44,21.5,28.5,14.14,0.35,3.44,0.37,1.77,2,39,-80.5,370.63
32.64,322.29,20.31,29.98,15.21,0.42,24.76,0.23,1.4,2,40.27,-80.58,310.58
32.64,322.29,20.31,29.98,15.21,0.39,22.79,0.25,1.43,2,40.27,-80.58,310.58
32.64,322.29,20.31,29.98,15.21,0.4,16.09,0.27,1.42,2,40.27,-80.58,310.58
,322.29,20.31,29.98,15.21,0.39,12.61,0.26,1.55,2,40.52,-80.57,314.48
,322.29,20.31,29.98,15.21,0.34,25.45,0.15,1.5,2,40.52,-80.57,314.48
,322.29,20.31,29.98,15.21,0.39,22.79,0.25,1.43,2,40.52,-80.57,314.48
33.59,340.72,21.37,23.96,12.36,0.41,52.19,0.2,1.39,2,38.68,-79.35,787.86
33.59,340.72,21.37,23.96,12.36,0.4,15.32,0.23,1.44,2,38.68,-79.35,787.86
33.59,340.72,21.37,23.96,12.36,0.39,38.99,0.12,1.36,2,38.68,-79.35,787.86
,380.56,21.26,27.81,14.66,0.4,14.21,0.3,1.39,2,39.61,-80.64,352.17
,380.56,21.26,27.81,14.66,0.43,24.74,0.24,1.38,2,39.61,-80.64,352.17
,363.02,20.9,28.63,14.68,0.4,14.21,0.3,1.39,2,39.61,-80.64,352.17
,445.8,21.63,27.86,14.22,0.41,16.96,0.23,1.4,2,39.27,-80.71,326.76
,445.8,21.63,27.86,14.22,0.4,14.98,0.27,1.43,2,39.27,-80.71,326.76
,445.8,21.63,27.86,14.22,0.39,30.58,0.23,1.46,2,39.27,-80.71,326.76
,371.19,21.4,28.39,14.47,0.38,15.53,0.26,1.44,2,39.28,-80.38,362.5
,371.19,21.4,28.39,14.47,0.41,16.88,0.26,1.41,2,39.28,-80.38,362.5
,450.44,21.5,28.5,14.14,0.4,15.55,0.25,1.46,2,39.28,-80.38,362.5
,462.95,21.82,22.2,11.61,0.4,10.47,0.25,1.5,2,38.41,-78.28,302.92
,462.95,21.82,22.2,11.61,0.39,72.89,0.18,1.43,2,38.41,-78.28,302.92
,419.57,21.73,28.32,15.97,0.4,10.47,0.25,1.5,2,38.41,-78.28,302.92
,354.59,22.07,27.21,13.91,0.45,29.12,0.36,1.38,2,37.79,-78.89,336.62
,398.12,22.12,28.55,15.71,0.37,4.86,0.34,1.68,2,37.79,-78.89,336.62
,398.12,22.12,28.55,15.71,0.41,9.18,0.39,1.54,2,37.79,-78.89,336.62
27.85,398.12,22.12,28.55,15.71,0.46,14.47,0.42,1.4,2,37.6,-79.15,339.99
27.85,398.12,22.12,28.55,15.71,0.37,7.35,0.19,1.58,2,37.6,-79.15,339.99
27.85,398.12,22.12,28.55,15.71,0.41,9.18,0.39,1.54,2,37.6,-79.15,339.99
,354.59,22.07,27.21,13.91,0.42,7.18,0.44,1.54,2,38.16,-79.06,453.72
,354.59,22.07,27.21,13.91,0.42,7.18,0.44,1.54,2,38.16,-79.06,453.72
,354.59,22.07,27.21,13.91,0.41,18.45,0.25,1.44,2,38.16,-79.06,453.72
,335.47,22.35,24.77,11.45,0.39,9.28,0.43,1.6,2,38.36,-79.57,870.5
,335.47,22.35,24.77,11.45,0.35,121.18,0.15,1.6,2,38.36,-79.57,870.5
,335.47,22.35,24.77,11.45,0.37,7.18,0.29,1.61,2,38.36,-79.57,870.5
31.15,358.98,22.33,29.02,13.81,0.36,19.61,0.13,1.63,2,37.79,-80.01,622.36
31.15,358.98,22.33,29.02,13.81,0.37,5,0.19,1.62,2,37.79,-80.01,622.36
31.15,358.98,22.33,29.02,13.81,0.4,10.31,0.31,1.53,2,37.79,-80.01,622.36
29.04,373.76,22.58,26.81,13.17,0.41,20.49,0.24,1.4,2,36.73,-80.73,750.48
29.04,373.76,22.58,26.81,13.17,0.41,67.78,0.21,1.4,2,36.73,-80.73,750.48
29.04,373.76,22.58,26.81,13.17,0.37,7.47,0.23,1.59,2,36.73,-80.73,750.48
22.22,396.05,22.25,28.35,15.63,0.45,28.47,0.36,1.38,2,37.31,-79.52,318.99
22.22,396.05,22.25,28.35,15.63,0.44,24.12,0.41,1.47,2,37.31,-79.52,318.99
22.22,396.05,22.25,28.35,15.63,0.4,6.33,0.42,1.6,2,37.31,-79.52,318.99
,462.95,21.82,22.2,11.61,0.4,25.24,0.24,1.44,2,38.62,-78.48,432.02
,366.96,20.77,28.17,13.06,0.38,5.74,0.39,1.66,2,38.62,-78.48,432.02
,366.96,20.77,28.17,13.06,0.41,9.18,0.39,1.54,2,38.62,-78.48,432.02
29.14,371.61,22.3,26.12,12.39,0.41,12.46,0.35,1.5,2,36.93,-80.36,788.1
29.14,371.61,22.3,26.12,12.39,0.42,55.41,0.21,1.42,2,36.93,-80.36,788.1
29.14,371.61,22.3,26.12,12.39,0.42,50.65,0.23,1.42,2,36.93,-80.36,788.1
,468.02,22.44,27.57,13.67,0.42,11.44,0.28,1.43,2,36.84,-81.54,817.43
,409.19,22.9,24.11,11.2,0.37,4.35,0.23,1.63,2,36.84,-81.54,817.43
,373.76,22.58,26.81,13.17,0.42,11.44,0.28,1.43,2,36.84,-81.54,817.43
,372.24,20.68,28.88,14.36,0.38,2.81,0.26,1.64,2,38.86,-78.57,380.45
,372.24,20.68,28.88,14.36,0.41,5.95,0.44,1.6,2,38.86,-78.57,380.45
,372.24,20.68,28.88,14.36,0.37,5.32,0.23,1.62,2,38.86,-78.57,380.45
,462.95,21.82,22.2,11.61,0.42,26.99,0.23,1.39,2,38.3,-78.47,352.39
,462.95,21.82,22.2,11.61,0.35,149.89,0.08,1.57,2,38.3,-78.47,352.39
,462.95,21.82,22.2,11.61,0.38,6,0.31,1.62,2,38.3,-78.47,352.39
,366.47,22.53,26.05,12.79,0.38,9.29,0.29,1.61,2,37.17,-80.39,617.03
,366.47,22.53,26.05,12.79,0.36,3.99,0.39,1.76,2,37.17,-80.39,617.03
,366.47,22.53,26.05,12.79,0.33,21.95,0.14,1.53,2,37.17,-80.39,617.03
,404.14,22.03,29,15.29,0.43,14.04,0.38,1.5,2,36.77,-78.94,138.88
,399.12,21.56,29.49,15.72,0.44,15.53,0.45,1.5,2,36.77,-78.94,138.88
,399.12,21.56,29.49,15.72,0.43,14.04,0.38,1.5,2,36.77,-78.94,138.88
,358.92,22.54,26.61,13.27,0.37,3.29,0.4,1.75,2,37.06,-80.71,665.75
,358.92,22.54,26.61,13.27,0.45,12.27,0.4,1.42,2,37.06,-80.71,665.75
,358.92,22.54,26.61,13.27,0.41,16.89,0.23,1.4,2,37.06,-80.71,665.75
24.48,423.33,21.9,28.35,16.84,0.37,5.54,0.21,1.61,2,37.57,-78.53,149.04
24.48,384.19,21.83,29.59,15.66,0.39,3.82,0.4,1.67,2,37.57,-78.53,149.04
24.48,384.19,21.83,29.59,15.66,0.4,18.82,0.18,1.42,2,37.57,-78.53,149.04
21.15,393.65,21.48,28.74,15.69,0.44,15.14,0.38,1.47,2,37.01,-78.66,147.95
21.15,393.65,21.48,28.74,15.69,0.39,21.52,0.21,1.43,2,37.01,-78.66,147.95
21.15,347.71,21.38,29.82,16.72,0.43,20.47,0.38,1.48,2,37.01,-78.66,147.95
23.24,413.61,22.39,26.56,12.82,0.38,23.09,0.2,1.54,2,38.06,-79.74,672.55
23.24,413.61,22.39,26.56,12.82,0.38,4.12,0.28,1.63,2,38.06,-79.74,672.55
23.24,413.61,22.39,26.56,12.82,0.42,32.58,0.24,1.37,2,38.06,-79.74,672.55
23.36,411.9,21.92,29.16,16.16,0.38,4,0.46,1.69,2,37.37,-78.81,204.57
23.36,411.9,21.92,29.16,16.16,0.39,9.65,0.41,1.61,2,37.37,-78.81,204.57
23.36,411.9,21.92,29.16,16.16,0.44,28.21,0.4,1.47,2,37.37,-78.81,204.57
27.54,406.35,22.29,28.22,14.84,0.43,25.2,0.27,1.37,2,36.99,-79.88,364.84
27.54,406.35,22.29,28.22,14.84,0.42,104.59,0.12,1.36,2,36.99,-79.88,364.84
27.54,406.35,22.29,28.22,14.84,0.41,9.16,0.34,1.52,2,36.99,-79.88,364.84
29.19,366.47,22.53,26.05,12.79,0.43,5.12,0.49,1.54,2,37.48,-80.21,665.81
29.19,383.03,22.4,28.42,16.03,0.4,84.18,0.1,1.37,2,37.48,-80.21,665.81
29.19,383.03,22.4,28.42,16.03,0.37,6.95,0.26,1.66,2,37.48,-80.21,665.81
,464.52,22.3,28.16,14.06,0.43,9.36,0.46,1.52,2,36.71,-83.13,534.58
,464.52,22.3,28.16,14.06,0.43,14.44,0.27,1.4,2,36.71,-83.13,534.58
,464.52,22.3,28.16,14.06,0.43,8.48,0.47,1.5,2,36.71,-83.13,534.58
,427.38,22.53,25.43,13.58,0.42,16.81,0.23,1.39,2,36.71,-82.6,554.4
,427.38,22.53,25.43,13.58,0.39,5.66,0.36,1.66,2,36.71,-82.6,554.4
,427.38,22.53,25.43,13.58,0.4,17.62,0.21,1.42,2,36.71,-82.6,554.4
,468.02,22.44,27.57,13.67,0.42,2.06,0.64,1.67,2,36.93,-82.1,687.44
,468.02,22.44,27.57,13.67,0.42,48.18,0.24,1.43,2,36.93,-82.1,687.44
,453.33,22.73,29.21,15.24,0.44,5.18,0.47,1.53,2,36.93,-82.1,687.44
,371.61,22.3,26.12,12.39,0.36,26.24,0.13,1.62,2,36.68,-80.28,481.91
,371.61,22.3,26.12,12.39,0.45,12.76,0.46,1.46,2,36.68,-80.28,481.91
,418.74,22.23,28.13,15.2,0.36,26.24,0.13,1.62,2,36.68,-80.28,481.91
,409.19,22.9,24.11,11.2,0.43,9.27,0.48,1.5,2,37.12,-81.56,831.57
,409.19,22.9,24.11,11.2,0.44,9.46,0.48,1.49,2,37.12,-81.56,831.57
,409.19,22.9,24.11,11.2,0.44,15.06,0.43,1.46,2,37.12,-81.56,831.57
,373.76,22.58,26.81,13.17,0.44,6.18,0.52,1.52,2,36.92,-81.08,753.14
,373.76,22.58,26.81,13.17,0.44,16.76,0.27,1.36,2,36.92,-81.08,753.14
,373.76,22.58,26.81,13.17,0.35,6.99,0.26,1.72,2,36.92,-81.08,753.14
,453.33,22.73,29.21,15.24,0.3,18.42,0.17,1.65,2,37.13,-82.35,592.49
,427.38,22.53,25.43,13.58,0.38,23.42,0.21,1.43,2,37.13,-82.35,592.49
,427.38,22.53,25.43,13.58,0.3,18.42,0.17,1.65,2,37.13,-82.35,592.49
23.22,406.27,22.39,29.33,15.03,0.36,3.59,0.23,1.7,2,37.56,-79.81,457
23.22,358.98,22.33,29.02,13.81,0.37,9.24,0.24,1.57,2,37.56,-79.81,457
23.22,358.98,22.33,29.02,13.81,0.36,3.59,0.23,1.7,2,37.56,-79.81,457
21.52,366.47,22.53,26.05,12.79,0.41,6.41,0.44,1.59,2,37.31,-80.7,759.84
21.52,387.96,22.58,26.76,13.42,0.42,17.72,0.25,1.4,2,37.31,-80.7,759.84
21.52,387.96,22.58,26.76,13.42,0.42,14.91,0.28,1.41,2,37.31,-80.7,759.84
30.03,358.92,22.54,26.61,13.27,0.37,13.66,0.21,1.56,2,37.13,-81.13,823.31
30.03,358.92,22.54,26.61,13.27,0.37,6.01,0.22,1.62,2,37.13,-81.13,823.31
30.03,373.76,22.58,26.81,13.17,0.37,13.66,0.21,1.56,2,37.13,-81.13,823.31
36,373.76,22.58,26.81,13.17,0.39,87.04,0.18,1.51,2,36.66,-81.22,918.75
36,373.76,22.58,26.81,13.17,0.42,113.38,0.12,1.37,2,36.66,-81.22,918.75
36,373.76,22.58,26.81,13.17,0.4,25.12,0.28,1.57,2,36.66,-81.22,918.75
,418.74,22.23,28.13,15.2,0.44,13.53,0.43,1.46,2,36.68,-79.87,279.72
,418.74,22.23,28.13,15.2,0.36,26.24,0.13,1.62,2,36.68,-79.87,279.72
,406.35,22.29,28.22,14.84,0.44,13.53,0.43,1.46,2,36.68,-79.87,279.72
25.07,379.29,20.59,28.04,14.69,0.43,6.74,0.45,1.51,2,39.2,-78.26,278.68
25.07,379.29,20.59,28.04,14.69,0.41,7.56,0.51,1.61,2,39.2,-78.26,278.68
25.07,379.29,20.59,28.04,14.69,0.41,3.98,0.58,1.65,2,39.2,-78.26,278.68
,468.02,22.44,27.57,13.67,0.37,3.16,0.29,1.7,2,36.72,-81.96,660.56
,468.02,22.44,27.57,13.67,0.39,16.6,0.2,1.47,2,36.72,-81.96,660.56
,468.02,22.44,27.57,13.67,0.44,7.24,0.48,1.5,2,36.72,-81.96,660.56
,403.35,22.12,28.39,16.5,0.41,5.14,0.54,1.62,2,37.4,-79.19,228.24
,403.35,22.12,28.39,16.5,0.4,8.29,0.37,1.58,2,37.4,-79.19,228.24
,403.35,22.12,28.39,16.5,0.37,9.05,0.24,1.59,2,37.4,-79.19,228.24
19.85,403.35,22.12,28.39,16.5,0.44,16.2,0.38,1.45,2,37.21,-79.1,212.11
19.85,403.35,22.12,28.39,16.5,0.41,5.14,0.54,1.62,2,37.21,-79.1,212.11
19.85,403.35,22.12,28.39,16.5,0.44,9.21,0.42,1.46,2,37.21,-79.1,212.11
,370.68,21.99,27.61,14.07,0.42,108.38,0.13,1.36,2,38.51,-78.88,518.65
,370.68,21.99,27.61,14.07,0.42,9.99,0.46,1.53,2,38.51,-78.88,518.65
,370.68,21.99,27.61,14.07,0.39,34.27,0.18,1.45,2,38.51,-78.88,518.65
,370.68,21.99,27.61,14.07,0.39,7.41,0.5,1.65,2,38.44,-78.87,418.49
,370.68,21.99,27.61,14.07,0.39,6.72,0.49,1.68,2,38.44,-78.87,418.49
,370.68,21.99,27.61,14.07,0.42,9.99,0.46,1.53,2,38.44,-78.87,418.49
,351.65,22.42,28.54,14.82,0.42,8.16,0.44,1.54,2,37.81,-79.45,491.15
,351.65,22.42,28.54,14.82,0.42,9.53,0.42,1.52,2,37.81,-79.45,491.15
,351.65,22.42,28.54,14.82,0.41,17.49,0.23,1.39,2,37.81,-79.45,491.15
,427.38,22.53,25.43,13.58,0.39,5.66,0.36,1.66,2,36.98,-82.62,706.22
,427.38,22.53,25.43,13.58,0.4,17.62,0.21,1.42,2,36.98,-82.62,706.22
,427.38,22.53,25.43,13.58,0.37,6.01,0.22,1.62,2,36.98,-82.62,706.22
25.3,423.33,21.9,28.35,16.84,0.41,11.12,0.26,1.49,2,38.02,-78.56,225.32
25.3,423.33,21.9,28.35,16.84,0.41,16.18,0.24,1.42,2,38.02,-78.56,225.32
25.3,423.33,21.9,28.35,16.84,0.37,52.48,0.1,1.53,2,38.02,-78.56,225.32
,411.67,21.96,30.07,16.77,0.44,59.4,0.34,1.42,2,36.58,-79.41,157.81
,411.67,21.96,30.07,16.77,0.4,11.33,0.24,1.48,2,36.58,-79.41,157.81
,411.67,21.96,30.07,16.77,0.44,23.06,0.43,1.47,2,36.58,-79.41,157.81
,404.14,22.03,29,15.29,0.45,15.08,0.4,1.45,2,36.82,-79.4,213.78
,404.14,22.03,29,15.29,0.4,11.12,0.38,1.6,2,36.82,-79.4,213.78
,404.14,22.03,29,15.29,0.45,25.18,0.46,1.47,2,36.82,-79.4,213.78
,383.03,22.4,28.42,16.03,0.36,31.41,0.13,1.6,2,37.27,-80.07,528.92
,383.03,22.4,28.42,16.03,0.39,34.39,0.25,1.55,2,37.27,-80.07,528.92
,383.03,22.4,28.42,16.03,0.41,7.59,0.43,1.58,2,37.27,-80.07,528.92
30.76,354.59,22.07,27.21,13.91,0.42,27.41,0.24,1.41,2,38.16,-79.13,573.03
30.76,354.59,22.07,27.21,13.91,0.42,7.18,0.44,1.54,2,38.16,-79.13,573.03
30.76,354.59,22.07,27.21,13.91,0.38,12.98,0.29,1.53,2,38.16,-79.13,573.03
,354.59,22.07,27.21,13.91,0.41,22.67,0.25,1.38,2,38.07,-78.9,417.6
,354.59,22.07,27.21,13.91,0.42,7.18,0.44,1.54,2,38.07,-78.9,417.6
,354.59,22.07,27.21,13.91,0.4,16.59,0.26,1.44,2,38.07,-78.9,417.6
,446.62,21.25,28.32,17.67,0.37,14.26,0.25,1.63,2,37.89,-76.42,14.92
,446.62,21.25,28.32,17.67,0.39,54.71,0.2,1.53,2,37.89,-76.42,14.92
,443.44,21.28,29.19,16.72,0.39,54.71,0.2,1.53,2,37.89,-76.42,14.92
,392.79,20.97,27.98,17.48,0.37,58.24,0.12,1.5,2,37.78,-75.65,5.07
,392.79,20.97,27.98,17.48,0.36,31.55,0.13,1.5,2,37.78,-75.65,5.07
,392.79,20.97,27.98,17.48,0.42,118.41,0.12,1.34,2,37.78,-75.65,5.07
,392.79,20.97,27.98,17.48,0.38,81.65,0.11,1.49,2,37.38,-75.92,5.82
,392.79,20.97,27.98,17.48,0.38,79.48,0.11,1.49,2,37.38,-75.92,5.82
,392.79,20.97,27.98,17.48,0.4,53.41,0.12,1.34,2,37.38,-75.92,5.82
,446.62,21.25,28.32,17.67,0.39,54.71,0.2,1.53,2,37.74,-76.46,15.45
,446.62,21.25,28.32,17.67,0.39,59.61,0.2,1.52,2,37.74,-76.46,15.45
,443.44,21.28,29.19,16.72,0.39,54.71,0.2,1.53,2,37.74,-76.46,15.45
,446.62,21.25,28.32,17.67,0.39,49.88,0.18,1.5,2,37.63,-76.58,16.83
,460.77,21.4,29.42,16.83,0.39,18.06,0.22,1.47,2,37.63,-76.58,16.83
,460.77,21.4,29.42,16.83,0.41,59.92,0.2,1.45,2,37.63,-76.58,16.83
,443.44,21.28,29.19,16.72,0.41,181.49,0.1,1.42,2,37.94,-76.73,22.51
,443.44,21.28,29.19,16.72,0.38,22.94,0.19,1.51,2,37.94,-76.73,22.51
,443.44,21.28,29.19,16.72,0.37,22.12,0.22,1.62,2,37.94,-76.73,22.51
,448.01,21.58,30.46,17.7,0.37,13,0.31,1.64,2,37.36,-77.06,17.1
,448.01,21.58,30.46,17.7,0.38,11.62,0.23,1.54,2,37.36,-77.06,17.1
,448.01,21.58,30.46,17.7,0.39,19.35,0.23,1.51,2,37.36,-77.06,17.1
,444.12,21.44,29.29,16.75,0.39,49.71,0.18,1.5,2,37.94,-76.95,27.2
,443.44,21.28,29.19,16.72,0.39,49.71,0.18,1.5,2,37.94,-76.95,27.2
,443.44,21.28,29.19,16.72,0.37,6.65,0.23,1.6,2,37.94,-76.95,27.2
,444.12,21.44,29.29,16.75,0.4,49.72,0.16,1.42,2,37.71,-77.09,26.81
,444.12,21.44,29.29,16.75,0.4,50.79,0.17,1.51,2,37.71,-77.09,26.81
,444.12,21.44,29.29,16.75,0.41,62.71,0.21,1.49,2,37.71,-77.09,26.81
,360.23,21.49,28.71,16.14,0.41,49.78,0.21,1.43,2,37.76,-77.49,59.11
,360.23,21.49,28.71,16.14,0.38,39.78,0.17,1.56,2,37.76,-77.49,59.11
,433.52,21.6,29.31,17.25,0.39,52.51,0.18,1.52,2,37.76,-77.49,59.11
,409.24,21.6,29.17,15.65,0.42,21.42,0.3,1.46,2,37.14,-78.05,114.22
,474.08,21.6,28.9,15.94,0.41,23.62,0.29,1.48,2,37.14,-78.05,114.22
,474.08,21.6,28.9,15.94,0.38,23.56,0.21,1.58,2,37.14,-78.05,114.22
31.46,360.23,21.49,28.71,16.14,0.4,22.42,0.39,1.6,2,37.72,-77.92,84.46
31.46,360.23,21.49,28.71,16.14,0.4,12.86,0.36,1.63,2,37.72,-77.92,84.46
31.46,360.23,21.49,28.71,16.14,0.37,3.94,0.4,1.75,2,37.72,-77.92,84.46
25.96,354.35,20.85,27.74,15.44,0.4,14.01,0.26,1.5,2,38.74,-77.81,161.98
25.96,354.35,20.85,27.74,15.44,0.38,7.18,0.32,1.62,2,38.74,-77.81,161.98
25.96,354.35,20.85,27.74,15.44,0.38,7.79,0.36,1.62,2,38.74,-77.81,161.98
,393.66,21.74,28.66,15.71,0.44,49.39,0.37,1.42,2,37.98,-77.96,111.44
,393.66,21.74,28.66,15.71,0.43,24.88,0.35,1.46,2,37.98,-77.96,111.44
,393.66,21.74,28.66,15.71,0.41,13.94,0.31,1.47,2,37.98,-77.96,111.44
19.78,360.23,21.49,28.71,16.14,0.41,80.44,0.17,1.43,2,38.03,-77.35,50.32
19.78,390.16,21.32,28.1,15.93,0.41,80.44,0.17,1.43,2,38.03,-77.35,50.32
19.78,390.16,21.32,28.1,15.93,0.37,36.24,0.16,1.58,2,38.03,-77.35,50.32
,444.12,21.44,29.29,16.75,0.39,42.59,0.2,1.51,2,37.72,-76.9,29.45
,444.12,21.44,29.29,16.75,0.41,36.35,0.21,1.44,2,37.72,-76.9,29.45
,460.77,21.4,29.42,16.83,0.41,36.35,0.21,1.44,2,37.72,-76.9,29.45
,347.71,21.38,29.82,16.72,0.42,14.24,0.39,1.47,2,36.68,-78.36,108.75
,408.64,21.55,29.37,16.85,0.44,20.69,0.37,1.45,2,36.68,-78.36,108.75
,408.64,21.55,29.37,16.85,0.45,19.65,0.42,1.46,2,36.68,-78.36,108.75
,433.52,21.6,29.31,17.25,0.39,53.16,0.2,1.5,2,37.51,-77,21.79
,444.12,21.44,29.29,16.75,0.38,34.53,0.21,1.56,2,37.51,-77,21.79
,460.77,21.4,29.42,16.83,0.39,53.16,0.2,1.5,2,37.51,-77,21.79
20.17,384.19,21.83,29.59,15.66,0.32,28.53,0.08,1.76,2,37.84,-78.28,113.14
20.17,384.19,21.83,29.59,15.66,0.39,15.82,0.2,1.48,2,37.84,-78.28,113.14
20.17,384.19,21.83,29.59,15.66,0.42,20.12,0.25,1.4,2,37.84,-78.28,113.14
,474.08,21.6,28.9,15.94,0.44,27.07,0.38,1.44,2,36.95,-78.24,131.75
,393.65,21.48,28.74,15.69,0.44,27.07,0.38,1.44,2,36.95,-78.24,131.75
,347.71,21.38,29.82,16.72,0.44,27.07,0.38,1.44,2,36.95,-78.24,131.75
,390.16,21.32,28.1,15.93,0.4,14.24,0.24,1.51,2,38.42,-77.46,63.05
,369.83,21.23,29.8,15.59,0.36,27.62,0.2,1.65,2,38.42,-77.46,63.05
,369.83,21.23,29.8,15.59,0.4,2.94,0.48,1.64,2,38.42,-77.46,63.05
,443.44,21.28,29.19,16.72,0.39,59.18,0.16,1.5,2,38.11,-76.81,22.05
,443.44,21.28,29.19,16.72,0.35,16.15,0.18,1.64,2,38.11,-76.81,22.05
,443.44,21.28,29.19,16.72,0.38,14.24,0.23,1.53,2,38.11,-76.81,22.05
25.16,384.19,21.83,29.59,15.66,0.4,69.07,0.21,1.54,2,37.51,-78.24,103.66
25.16,384.19,21.83,29.59,15.66,0.44,14.71,0.45,1.5,2,37.51,-78.24,103.66
25.16,421.17,21.91,29.58,15.86,0.38,18.36,0.35,1.68,2,37.51,-78.24,103.66
,390.16,21.32,28.1,15.93,0.39,62.32,0.18,1.52,2,38.27,-77.16,25.66
,390.16,21.32,28.1,15.93,0.4,14.24,0.24,1.51,2,38.27,-77.16,25.66
,390.16,21.32,28.1,15.93,0.37,65.76,0.16,1.58,2,38.27,-77.16,25.66
24.86,474.08,21.6,28.9,15.94,0.42,16.18,0.35,1.51,2,36.76,-77.86,85.78
24.86,414.2,21.46,29.66,15.85,0.42,16.18,0.35,1.51,2,36.76,-77.86,85.78
